,Date,Media Sources,Compound,Positive,Negative,Neutral,Tweet,Tweets Ago
255,Sat Jun 09 11:51:15 +0000 2018,@CNN,0.0,0.0,1.0,0.0,@CNN #EndSars in Nigeria,62
256,Sat Jun 09 11:51:15 +0000 2018,@CNN,0.628,0.178,0.822,0.0,RT @iSquaredAct: Where is the coverage on this HUGE News !! @FoxNews @CNN @ABC @politico @seattletimes @nytimes @business @thehill @NBCNews…,63
257,Sat Jun 09 11:51:14 +0000 2018,@CNN,0.3612,0.098,0.902,0.0,"RT @CNN: Will we ever fly like the Jetsons? This company just unveiled its first commercial flying car, Flyer — and @RachCrane took it for…",64
258,Sat Jun 09 11:51:13 +0000 2018,@CNN,-0.7096,0.0,0.772,0.228,"RT @Naijadailyfeed: This is the new way SARS (Special anti robbery squad) rob Nigerians. We need assistance
#EndSARS @AJStream @CNN @BBC @A…",65
259,Sat Jun 09 11:51:11 +0000 2018,@CNN,-0.6597,0.0,0.405,0.595,@CNN Trump murdered him.,66
260,Sat Jun 09 11:51:11 +0000 2018,@CNN,0.4019,0.119,0.881,0.0,"RT @Naijadailyfeed: SARS recently disrupted Jaywon's birthday party, beat up a presenter from planet TV with blood all over his face. After…",67
261,Sat Jun 09 11:51:11 +0000 2018,@CNN,0.6783,0.261,0.654,0.085,"RT @Jim_Jordan: @CNN @POTUS Compare this success to Congress. Other than tax cuts, what has Congress done that is worthwhile?",68
262,Sat Jun 09 11:51:10 +0000 2018,@CNN,0.0,0.0,1.0,0.0,"@BreitbartNews @FoxNews @WSJ @CNN @Harlan @charliekirk11 
Mentally deranged ""script reader"" DeNiro: a person of ext… https://t.co/4psEWj86Ov",69
263,Sat Jun 09 11:51:10 +0000 2018,@CNN,0.4215,0.286,0.714,0.0,@CNN Maybe it's not ment to be saved,70
264,Sat Jun 09 11:51:06 +0000 2018,@CNN,0.0,0.0,1.0,0.0,"RT @CNN: Steamboat Geyser in Yellowstone National Park is erupting unusually often. One June 4, the geyser had its eighth eruption this yea…",71
265,Sat Jun 09 11:51:06 +0000 2018,@CNN,0.4738,0.123,0.877,0.0,@CNN That's because she has been bird watching and knows this birdy is ready to sing!!  Now what about Google and C… https://t.co/v6zgiOO7M9,72
266,Sat Jun 09 11:51:04 +0000 2018,@CNN,0.7378,0.332,0.531,0.137,RT @President1Trump: AMAZING @CNN Does a positive piece of news on @POTUS: 11-year-old cancer survivor Katy was with @POTUS when he signed…,73
267,Sat Jun 09 11:51:02 +0000 2018,@CNN,0.0,0.0,1.0,0.0,@tracybeanz @barkmartin @MSNBC @CNN @ABC @NBCNews @CBSNews @kylegriffin1  @PoliticusSarah @NancyPelosi… https://t.co/QPJrtv0E2s,74
268,Sat Jun 09 11:51:00 +0000 2018,@CNN,-0.68,0.0,0.787,0.213,"MSNBC's Nicolle Wallace slammed for asking if Melania, Ivanka are 'dead inside' or 'paid off' @NicolleDWallace
WOW!… https://t.co/ldxqxmYeXP",75
269,Sat Jun 09 11:51:00 +0000 2018,@CNN,0.0,0.0,1.0,0.0,@CNN Dead😂😂😂,76
270,Sat Jun 09 11:50:58 +0000 2018,@CNN,0.3612,0.098,0.902,0.0,"RT @CNN: Will we ever fly like the Jetsons? This company just unveiled its first commercial flying car, Flyer — and @RachCrane took it for…",77
271,Sat Jun 09 11:50:58 +0000 2018,@CNN,0.6369,0.206,0.794,0.0,"RT @Jim_Jordan: @CNN @POTUS President Trump is keeping his promises. Congress isn’t. 

Congress needs to keep the promises that we made to…",78
272,Sat Jun 09 11:50:55 +0000 2018,@CNN,-0.8316,0.0,0.278,0.722,@CNN All die na die,79
273,Sat Jun 09 11:50:51 +0000 2018,@CNN,0.0,0.0,1.0,0.0,@ZITIST1 @g7 @nytimes @washingtonpost @CNN @MSNBC He went to the G7 to pitch for Russia not the US,80
274,Sat Jun 09 11:50:51 +0000 2018,@CNN,0.0,0.0,1.0,0.0,"RT @thekoukoureport: I cannot understand how public gets to view “PRO QUO” from @realdonaldtrump everyday. 
And we publically know that Put…",81
275,Sat Jun 09 11:50:48 +0000 2018,@CNN,-0.3612,0.0,0.878,0.122,@CNN @facebook this was nothing more than a publicity stunt. Sand berg could careless just as Zuckerberg does. They… https://t.co/d8HBlwGDDO,82
276,Sat Jun 09 11:50:48 +0000 2018,@CNN,-0.6249,0.0,0.837,0.163,"RT @CNN: Dean Blanchard's home in coastal Louisiana bayou country is in crisis.

According to the US Geological Survey, more than a footbal…",83
277,Sat Jun 09 11:50:47 +0000 2018,@CNN,-0.765,0.0,0.703,0.297,"RT @CNN: Charles Krauthammer, the famed conservative columnist, informed readers that he is confronting an aggressive form of cancer and ha…",84
278,Sat Jun 09 11:50:45 +0000 2018,@CNN,-0.3612,0.0,0.894,0.106,"RT @CNN: During her commencement address to the MIT Class of 2018, Facebook COO Sheryl Sandberg spoke candidly about Facebook's mistakes an…",85
279,Sat Jun 09 11:50:44 +0000 2018,@CNN,-0.1695,0.0,0.93,0.07,"@CNN So with all that money they still couldn't hire proper models? Or is it because they don't see worth in women,… https://t.co/f8N3knuKtM",86
280,Sat Jun 09 11:50:41 +0000 2018,@CNN,-0.5719,0.099,0.644,0.258,@CNN pro #trump propaganda in full swing👇🏽. #Ali doesn’t need a pardon from misogynistic racist #trump or any… https://t.co/N4VlepI73g,87
281,Sat Jun 09 11:50:40 +0000 2018,@CNN,0.0,0.0,1.0,0.0,RT @CNN: Watch these homes being built using a 3D printer https://t.co/igaBP4k4F8 https://t.co/cpQ97vRD2k,88
282,Sat Jun 09 11:50:39 +0000 2018,@CNN,0.0,0.0,1.0,0.0,@Yapo_el_guapo @GBlonet @The_RealTristan @Lagonda_Blogger @remco1012 @kr4ydnb @buzztruus @momusadept @GadflyMorse… https://t.co/8EuZyOMp5h,89
283,Sat Jun 09 11:50:38 +0000 2018,@CNN,0.5584,0.213,0.694,0.093,"RT @IWillRedPillU: It seems VERY strange many of these cases are HUGE news, even the Department of Justice reports on their website that a…",90
284,Sat Jun 09 11:50:38 +0000 2018,@CNN,0.0,0.0,1.0,0.0,RT @petefrt: Climate Change Has Run Its Course: Its descent into social-justice identity politics is the last gasp of a cause that has lost…,91
285,Sat Jun 09 11:50:37 +0000 2018,@CNN,0.3612,0.098,0.902,0.0,"RT @CNN: Will we ever fly like the Jetsons? This company just unveiled its first commercial flying car, Flyer — and @RachCrane took it for…",92
286,Sat Jun 09 11:50:37 +0000 2018,@CNN,-0.6705,0.0,0.862,0.138,"RT @Naijadailyfeed: If you see SARS run for your life, this guy was just Killed by SARS in Ojota. He was accosted by SARS as soon as he dro…",93
287,Sat Jun 09 11:50:36 +0000 2018,@CNN,0.0,0.0,1.0,0.0,RT @CNN: Time cover gets Trump just right | By Michael D'Antonio via @CNNOpinion https://t.co/3Na14xHBeg https://t.co/MtWRm0tvV9,94
288,Sat Jun 09 11:50:33 +0000 2018,@CNN,-0.8519,0.0,0.696,0.304,@Tedshittypants @MSNBC @CNN @Anc @CBS Killing NAFTA won't bring those jobs or manufacturing back. And without it our economy will die.,95
289,Sat Jun 09 11:50:33 +0000 2018,@CNN,0.0,0.0,1.0,0.0,"RT @CNN: Manuel Antonio Cano Pacheco grew up in Iowa. He was sent back to Mexico because of misdemeanor convictions, ICE says.

Three weeks…",96
290,Sat Jun 09 11:50:30 +0000 2018,@CNN,0.0,0.0,1.0,0.0,"RT @Nino95920078: @CNN 
BIO STEAM BEATS BIG OIL

See how on YOU TUBE TITLED
Tectane custom 2 English
Aquahol French https://t.co/TS7jK2XmZJ",97
291,Sat Jun 09 11:50:28 +0000 2018,@CNN,0.0,0.0,1.0,0.0,"RT @CNN: Steamboat Geyser in Yellowstone National Park is erupting unusually often. One June 4, the geyser had its eighth eruption this yea…",98
292,Sat Jun 09 11:50:26 +0000 2018,@CNN,-0.3612,0.0,0.894,0.106,"RT @CNN: During her commencement address to the MIT Class of 2018, Facebook COO Sheryl Sandberg spoke candidly about Facebook's mistakes an…",99
293,Sat Jun 09 11:52:57 +0000 2018,@FoxNews,-0.4588,0.0,0.842,0.158,RT @FoxNews: Fox News analyst Charles Krauthammer reveals he has weeks to live in heartbreaking letter https://t.co/dzYQOewGoj,1
294,Sat Jun 09 11:52:57 +0000 2018,@FoxNews,-0.5413,0.0,0.857,0.143,RT @FoxNews: .@replouiegohmert: “Robert Mueller has done more damage during his 12 years as FBI director than… probably all the directors p…,2
295,Sat Jun 09 11:52:57 +0000 2018,@FoxNews,0.4404,0.182,0.818,0.0,@FoxNews @replouiegohmert Many thanks to the FBI for doing their job. We need you,3
296,Sat Jun 09 11:52:57 +0000 2018,@FoxNews,0.0,0.0,1.0,0.0,RT @FoxNews: .@VP Visits Wounded Warriors at Walter Reed https://t.co/UuoncnuocZ,4
297,Sat Jun 09 11:52:57 +0000 2018,@FoxNews,0.296,0.167,0.833,0.0,RT @FoxNews: Presidential pardons after 18 months in office. @TeamCavuto https://t.co/H3lr2joOJv https://t.co/HGRoh0rG3N,5
298,Sat Jun 09 11:52:56 +0000 2018,@FoxNews,0.0,0.0,1.0,0.0,RT @FoxNews: OPINION: Justify is the story at the Belmont Stakes https://t.co/rcnWgqUsO6 https://t.co/6MfsXbbpRD,6
299,Sat Jun 09 11:52:54 +0000 2018,@FoxNews,0.7494,0.225,0.775,0.0,@FoxNews Our good hearted Classy president! Now we know that any body who says Trash about our Patriot President is out of his Mind!,7
300,Sat Jun 09 11:52:53 +0000 2018,@FoxNews,0.0,0.0,1.0,0.0,"RT @FoxNews: .@POTUS ahead of G7 summit: ""We have massive trade deficits with almost every country. We will straighten that out."" @Ingraham…",8
301,Sat Jun 09 11:52:53 +0000 2018,@FoxNews,0.4767,0.255,0.745,0.0,RT @FoxNews: Trump signals willingness to back bill easing pot regulation: report https://t.co/YZoqqqG7d8 https://t.co/lUkmgWVg9G,9
302,Sat Jun 09 11:52:51 +0000 2018,@FoxNews,0.0,0.0,1.0,0.0,"RT @FoxNews: .@chrisprudhome: ""In my eyes, [President @realDonaldTrump is] doing more for minority members of the community than any other…",10
303,Sat Jun 09 11:52:49 +0000 2018,@FoxNews,0.0,0.0,1.0,0.0,"RT @Conservitarians: @FoxNews Marijuana Legalization

It's simply time to decriminalize it across the board. If they choose, people should…",11
304,Sat Jun 09 11:52:49 +0000 2018,@FoxNews,-0.5413,0.0,0.857,0.143,RT @FoxNews: .@replouiegohmert: “Robert Mueller has done more damage during his 12 years as FBI director than… probably all the directors p…,12
305,Sat Jun 09 11:52:49 +0000 2018,@FoxNews,-0.7332,0.108,0.561,0.331,"The kneeling is all about police brutality!!! Here's  disrespect of flag looks like 
@FoxNews 
@realDonaldTrump… https://t.co/qFNeFDOOcX",13
306,Sat Jun 09 11:52:47 +0000 2018,@FoxNews,0.0,0.0,1.0,0.0,@FoxNews @replouiegohmert How do these people sleep at night?!,14
307,Sat Jun 09 11:52:45 +0000 2018,@FoxNews,0.0,0.0,1.0,0.0,@djbee28 @FoxNews Or it’s the right thing to do..,15
308,Sat Jun 09 11:52:45 +0000 2018,@FoxNews,-0.296,0.083,0.777,0.141,"RT @FoxNews: Bid to block Bernie Sanders? DNC adopts rule change, wants only avowed Democrats to run https://t.co/LiVE5LR6q4",16
309,Sat Jun 09 11:52:44 +0000 2018,@FoxNews,0.0,0.0,1.0,0.0,RT @RealOmarNavarro: I’m officially the candidate going against Maxine Waters in the November 6th election. It’s time for @FoxNews to give…,17
310,Sat Jun 09 11:52:44 +0000 2018,@FoxNews,0.0,0.0,1.0,0.0,"RT @FoxNews: .@chrisprudhome: ""In my eyes, [President @realDonaldTrump is] doing more for minority members of the community than any other…",18
311,Sat Jun 09 11:52:43 +0000 2018,@FoxNews,0.0,0.0,1.0,0.0,RT @FoxNews: State trooper pulls over retired cop who delivered him 27 years ago https://t.co/fK1w5ghVoG,19
312,Sat Jun 09 11:52:42 +0000 2018,@FoxNews,0.0,0.0,1.0,0.0,RT @FoxNews: .@VP Visits Wounded Warriors at Walter Reed https://t.co/UuoncnuocZ,20
313,Sat Jun 09 11:52:40 +0000 2018,@FoxNews,0.4767,0.255,0.745,0.0,RT @FoxNews: Trump signals willingness to back bill easing pot regulation: report https://t.co/YZoqqqG7d8 https://t.co/lUkmgWVg9G,21
314,Sat Jun 09 11:52:40 +0000 2018,@FoxNews,0.0,0.0,1.0,0.0,"@FoxNews Hmmm, what's the cause of the action.",22
315,Sat Jun 09 11:52:39 +0000 2018,@FoxNews,0.0,0.0,1.0,0.0,@FoxNews 😂😂😂🙄😂😂😂,23
316,Sat Jun 09 11:52:37 +0000 2018,@FoxNews,-0.8522,0.066,0.603,0.33,RT @ravensspirit68: Why is the tragic suicide of Mr. Bourdain any more important than the suicides of Veterans &amp; citizens denied needed med…,24
317,Sat Jun 09 11:52:37 +0000 2018,@FoxNews,-0.5106,0.0,0.732,0.268,@FoxNews @thekatvond Idiot. That’s all I got to say about that.,25
318,Sat Jun 09 11:52:36 +0000 2018,@FoxNews,0.8908,0.384,0.616,0.0,@are_you__sure @FoxNews I don’t think that fits the classic definition of hero.  This is more like a feat of notoriety at best,26
319,Sat Jun 09 11:52:36 +0000 2018,@FoxNews,-0.9231,0.0,0.561,0.439,@FoxNews ruined far too many lives over this plant. We can destroy the illegal and dangerous 'drug trade' around ma… https://t.co/4WRPfbavoF,27
320,Sat Jun 09 11:52:35 +0000 2018,@FoxNews,0.0,0.0,1.0,0.0,"@FoxNews Decriminalize for medical use, at the very least.",28
321,Sat Jun 09 11:52:35 +0000 2018,@FoxNews,0.0,0.0,1.0,0.0,RT @FoxNews: .@VP Visits Wounded Warriors at Walter Reed https://t.co/UuoncnuocZ,29
322,Sat Jun 09 11:52:35 +0000 2018,@FoxNews,0.5882,0.27,0.73,0.0,"RT @usminority: PLZ RT!! 
See full video and join the #WalkAway movement:
https://t.co/Lh1DFF86Sg
#ThursdayThoughts 
#MakeAmericaGreatAgain…",30
323,Sat Jun 09 11:52:35 +0000 2018,@FoxNews,0.0,0.0,1.0,0.0,@FoxNews We could nuke them and the world wouldn't notice.,31
324,Sat Jun 09 11:52:35 +0000 2018,@FoxNews,0.0,0.0,1.0,0.0,"RT @FoxNews: .@chrisprudhome: ""In my eyes, [President @realDonaldTrump is] doing more for minority members of the community than any other…",32
325,Sat Jun 09 11:52:34 +0000 2018,@FoxNews,0.0,0.0,1.0,0.0,@FoxNews @replouiegohmert Mr. Mueller...volunteered forVietnam... Bronze Star ⭐️ for bravery...Purple heart 💜 for A… https://t.co/fMLL9z1mSz,33
326,Sat Jun 09 11:52:34 +0000 2018,@FoxNews,0.0,0.0,1.0,0.0,@FoxNews  https://t.co/P1p1VZh2bR,34
327,Sat Jun 09 11:52:33 +0000 2018,@FoxNews,-0.5413,0.0,0.857,0.143,RT @FoxNews: .@replouiegohmert: “Robert Mueller has done more damage during his 12 years as FBI director than… probably all the directors p…,35
328,Sat Jun 09 11:52:33 +0000 2018,@FoxNews,0.0,0.0,1.0,0.0,"@FoxNews In other news, Trump and the GOP in Congress are trying to take away coverage for preexisting conditions.… https://t.co/4MphQm2UhZ",36
329,Sat Jun 09 11:52:32 +0000 2018,@FoxNews,-0.5413,0.0,0.857,0.143,RT @FoxNews: .@replouiegohmert: “Robert Mueller has done more damage during his 12 years as FBI director than… probably all the directors p…,37
330,Sat Jun 09 11:52:31 +0000 2018,@FoxNews,0.0,0.0,1.0,0.0,@CBSNews @NBCNews @latimes @NBCNews @nytimes @AOL @FoxNews  @FOXTV @AP @MSN @washingtonpost @USATODAY  @WSJ @nypost… https://t.co/Ay6o5R4Ulx,38
331,Sat Jun 09 11:52:31 +0000 2018,@FoxNews,0.0,0.0,1.0,0.0,@FoxNews @VP The Fox News Game Plan..starting to unravel https://t.co/m72o8M7olD,39
332,Sat Jun 09 11:52:30 +0000 2018,@FoxNews,-0.826,0.0,0.617,0.383,"@krauthammer has got to fight, fight, fight! C’mon Charles! Don’t give up! #tcot cc: @FoxNews @newtgingrich… https://t.co/qj3Z0aHT0R",40
333,Sat Jun 09 11:52:29 +0000 2018,@FoxNews,0.4767,0.255,0.745,0.0,RT @FoxNews: Trump signals willingness to back bill easing pot regulation: report https://t.co/YZoqqqG7d8 https://t.co/lUkmgWVg9G,41
334,Sat Jun 09 11:52:29 +0000 2018,@FoxNews,-0.7579,0.072,0.608,0.319,"RT @FoxNews: When deputies arrested a suspected auto thief Friday, they were surprised to find a tiny accomplice riding with him, according…",42
335,Sat Jun 09 11:52:29 +0000 2018,@FoxNews,0.5023,0.134,0.866,0.0,"RT @IngrahamAngle: Nights on @FoxNews haven’t been the same without @krauthammer, but we were all expecting him to return. Thank you, Charl…",43
336,Sat Jun 09 11:52:28 +0000 2018,@FoxNews,0.8208,0.308,0.692,0.0,RT @patriciatweeter: @IngrahamAngle @FoxNews @krauthammer @krauthammer you inspire so many people. I am so grateful to have watched you on…,44
337,Sat Jun 09 11:52:28 +0000 2018,@FoxNews,0.0,0.0,1.0,0.0,@FoxNews Do it Mr President!,45
338,Sat Jun 09 11:52:27 +0000 2018,@FoxNews,-0.4939,0.0,0.781,0.219,"RT @FoxNews: Democratic senators accuse Trump of possible leak, call for investigation into jobs report tweet https://t.co/th2LBTdhT4",46
339,Sat Jun 09 11:52:27 +0000 2018,@FoxNews,-0.5106,0.0,0.852,0.148,RT @safeagain1: Former Watergate prosecutor Nick Akerman says @seanhannity from @FoxNews could get 20 years in prison for witness tampering…,47
340,Sat Jun 09 11:52:26 +0000 2018,@FoxNews,-0.5413,0.0,0.857,0.143,RT @FoxNews: .@replouiegohmert: “Robert Mueller has done more damage during his 12 years as FBI director than… probably all the directors p…,48
341,Sat Jun 09 11:52:26 +0000 2018,@FoxNews,-0.2584,0.0,0.912,0.088,"RT @FoxNews: .@JesseBWatters on immigration debate: ""What we've done for decades is give them amnesty and not secure the border, and that's…",49
342,Sat Jun 09 11:52:26 +0000 2018,@FoxNews,0.552,0.313,0.687,0.0,@FoxNews @VP Did he pause after each sentence so they could applaud?,50
343,Sat Jun 09 11:52:25 +0000 2018,@FoxNews,0.0,0.0,1.0,0.0,"@FoxNews Marijuana Legalization

It's simply time to decriminalize it across the board. If they choose, people shou… https://t.co/g0TWGO2wyV",51
344,Sat Jun 09 11:52:25 +0000 2018,@FoxNews,-0.6486,0.0,0.815,0.185,"MSNBC's Nicolle Wallace slammed for asking if Melania, Ivanka are 'dead inside' or 'paid off' via the @FoxNews App… https://t.co/VERARV48Tv",52
345,Sat Jun 09 11:52:25 +0000 2018,@FoxNews,-0.5267,0.0,0.815,0.185,RT @FoxNews: .@MarcThiessen: Obama took lying to new heights with the Iran deal. (via @FoxNewsOpinion) https://t.co/4acHiGr1Qq,53
346,Sat Jun 09 11:52:25 +0000 2018,@FoxNews,-0.5413,0.0,0.857,0.143,RT @FoxNews: .@replouiegohmert: “Robert Mueller has done more damage during his 12 years as FBI director than… probably all the directors p…,54
347,Sat Jun 09 11:52:23 +0000 2018,@FoxNews,-0.6249,0.0,0.773,0.227,"RT @FoxNews: .@SeanHannity: ""President @BarackObama left Trump with unfettered international disaster after disaster."" #Hannity https://t.c…",55
348,Sat Jun 09 11:52:23 +0000 2018,@FoxNews,-0.5106,0.0,0.548,0.452,@FoxNews They all are ugly,56
349,Sat Jun 09 11:52:22 +0000 2018,@FoxNews,0.3612,0.2,0.8,0.0,@RealOmarNavarro @FoxNews @RepMaxineWaters @TuckerCarlson @seanhannity @JudgeJeanine @IngrahamAngle Praying we shal… https://t.co/ScCC9E99z0,57
350,Sat Jun 09 11:52:18 +0000 2018,@FoxNews,0.0,0.0,1.0,0.0,@TaheriKaveh @ashobmotlagh @StateDept @SohrabAhmari @BenCohenOpinion @EliLake @FoxNews @SenRubioPress و بیشترین قتل… https://t.co/SNe4mXycsL,58
351,Sat Jun 09 11:52:17 +0000 2018,@FoxNews,0.4019,0.252,0.748,0.0,@FoxNews This dude is definitely trying to get re-elected..,59
352,Sat Jun 09 11:52:17 +0000 2018,@FoxNews,0.0,0.0,1.0,0.0,RT @Lagonda_Blogger: @wimbongers @Yapo_el_guapo @GBlonet @The_RealTristan @remco1012 @kr4ydnb @buzztruus @momusadept @GadflyMorse @Grijze_D…,60
353,Sat Jun 09 11:52:16 +0000 2018,@FoxNews,0.4404,0.116,0.884,0.0,"RT @GregShugar: “Trump knows how to negotiate good deals.”

Has anyone ever asked what evidence there is of this? The @FoxNews cavalry can’…",61
354,Sat Jun 09 11:52:15 +0000 2018,@FoxNews,0.0,0.0,1.0,0.0,@RealOmarNavarro @FoxNews @RepMaxineWaters @TuckerCarlson @seanhannity @JudgeJeanine @IngrahamAngle How do I donate… https://t.co/uGVezBikUT,62
355,Sat Jun 09 11:52:14 +0000 2018,@FoxNews,0.5859,0.142,0.858,0.0,"RT @FoxNews: On this day in 1973, Secretariat becomes the first horse since Citation in 1948 to win the Triple Crown with a spectacular vic…",63
356,Sat Jun 09 11:52:13 +0000 2018,@FoxNews,0.0,0.0,1.0,0.0,"RT @FoxNews: .@chrisprudhome: ""In my eyes, [President @realDonaldTrump is] doing more for minority members of the community than any other…",64
357,Sat Jun 09 11:52:12 +0000 2018,@FoxNews,0.4767,0.255,0.745,0.0,RT @FoxNews: Trump signals willingness to back bill easing pot regulation: report https://t.co/YZoqqqG7d8 https://t.co/lUkmgWVg9G,65
358,Sat Jun 09 11:52:11 +0000 2018,@FoxNews,0.0,0.0,1.0,0.0,"RT @FoxNews: This morning, President @realDonaldTrump slammed former President @BarackObama, @SenSchumer, and Rep. @NancyPelosi for their p…",66
359,Sat Jun 09 11:52:10 +0000 2018,@FoxNews,0.0,0.0,1.0,0.0,"@scapelliti @MSNBC @CNN @washingtonpost @FoxNews They didn't report and wouldn't, because they're owned by those in… https://t.co/KeVsjDyGki",67
360,Sat Jun 09 11:52:10 +0000 2018,@FoxNews,-0.5574,0.0,0.783,0.217,@darby_bartley @FoxNews You know they need to be legalized marijuan.  And make alcohol illegal,68
361,Sat Jun 09 11:52:10 +0000 2018,@FoxNews,0.4767,0.255,0.745,0.0,RT @FoxNews: Trump signals willingness to back bill easing pot regulation: report https://t.co/YZoqqqG7d8 https://t.co/lUkmgWVg9G,69
362,Sat Jun 09 11:52:09 +0000 2018,@FoxNews,-0.7177,0.063,0.667,0.271,@HoosierHoundDog @FoxNews Lady do your research! Alcohol is way worse opioids or way worse in their legal. Marijuan… https://t.co/394s4T0lwE,70
363,Sat Jun 09 11:52:09 +0000 2018,@FoxNews,0.5882,0.27,0.73,0.0,"RT @usminority: PLZ RT!! 
See full video and join the #WalkAway movement:
https://t.co/Lh1DFF86Sg
#ThursdayThoughts 
#MakeAmericaGreatAgain…",71
364,Sat Jun 09 11:52:08 +0000 2018,@FoxNews,0.0,0.0,1.0,0.0,@SicTransit34 @FoxNews @Eagles @NFL @IngrahamAngle The eagles were offered a table discussion after the ceremony an… https://t.co/fAFJAg8kyK,72
365,Sat Jun 09 11:52:08 +0000 2018,@FoxNews,0.0,0.0,1.0,0.0,"RT @markslavin2: @FoxNews @RickLeventhal @TeamCavuto What a putz! Regards, Sarah Silverman.",73
366,Sat Jun 09 11:52:07 +0000 2018,@FoxNews,0.0,0.0,1.0,0.0,RT @TheAAObserver: @FoxNews @Greengo73980227 Why? They still can't explain the difference between a Democrat and a Socialist. #DefeatDemCrow,74
367,Sat Jun 09 11:52:05 +0000 2018,@FoxNews,0.4767,0.255,0.745,0.0,RT @FoxNews: Trump signals willingness to back bill easing pot regulation: report https://t.co/YZoqqqG7d8 https://t.co/lUkmgWVg9G,75
368,Sat Jun 09 11:52:03 +0000 2018,@FoxNews,0.0,0.0,1.0,0.0,"RT @FoxNews: .@chrisprudhome: ""In my eyes, [President @realDonaldTrump is] doing more for minority members of the community than any other…",76
369,Sat Jun 09 11:52:03 +0000 2018,@FoxNews,0.0,0.0,1.0,0.0,"RT @19PHIL51: @DWStweets WHAT A SCUM BAG

@realDonaldTrump
@Pudingtane @marylene58
@MUSSIEPIGROAST @TuckerCarlson @seanhannity @IngrahamAng…",77
370,Sat Jun 09 11:52:03 +0000 2018,@FoxNews,0.0,0.0,1.0,0.0,"RT @FoxNews: JUST IN: Celebrity chef Anthony Bourdain hanged himself in a hotel bathroom with a bathrobe belt, French prosecutors revealed…",78
371,Sat Jun 09 11:52:02 +0000 2018,@FoxNews,0.0,0.0,1.0,0.0,"RT @FoxNews: .@chrisprudhome: ""In my eyes, [President @realDonaldTrump is] doing more for minority members of the community than any other…",79
372,Sat Jun 09 11:52:02 +0000 2018,@FoxNews,0.5542,0.174,0.826,0.0,"RT @nickpopemod: I very much enjoyed making an appearance on #TuckerCarlsonTonight on @FoxNews this evening, discussing the latest developm…",80
373,Sat Jun 09 11:52:02 +0000 2018,@FoxNews,0.0,0.0,1.0,0.0,@ResistanceNOW77 @FoxNews Why wasn’t this done during King Obama’s two terms in office?,81
374,Sat Jun 09 11:52:01 +0000 2018,@FoxNews,0.0,0.0,1.0,0.0,@NoNamePlease55 @FoxNews And eating junk food,82
375,Sat Jun 09 11:52:00 +0000 2018,@FoxNews,-0.2905,0.242,0.418,0.34,@FoxNews A lot better then points and heroin!!!,83
376,Sat Jun 09 11:52:00 +0000 2018,@FoxNews,0.0,0.0,1.0,0.0,"RT @FoxNews: .@chrisprudhome: ""In my eyes, [President @realDonaldTrump is] doing more for minority members of the community than any other…",84
377,Sat Jun 09 11:52:00 +0000 2018,@FoxNews,0.4215,0.167,0.833,0.0,"RT @FoxNews: .@POTUS on trade negotiations with Canada: ""We've made a lot of progress today."" https://t.co/WtiUwDHqGI",85
378,Sat Jun 09 11:52:00 +0000 2018,@FoxNews,0.5859,0.142,0.858,0.0,"RT @FoxNews: On this day in 1973, Secretariat becomes the first horse since Citation in 1948 to win the Triple Crown with a spectacular vic…",86
379,Sat Jun 09 11:51:59 +0000 2018,@FoxNews,0.4767,0.255,0.745,0.0,RT @FoxNews: Trump signals willingness to back bill easing pot regulation: report https://t.co/YZoqqqG7d8 https://t.co/lUkmgWVg9G,87
380,Sat Jun 09 11:51:59 +0000 2018,@FoxNews,0.7311,0.211,0.789,0.0,"RT @FoxNews: .@POTUS: ""I love Canada but they treat us very unfairly on trade. Very, very unfairly. You see the numbers. Almost 300% on dai…",88
381,Sat Jun 09 11:51:58 +0000 2018,@FoxNews,0.0,0.0,1.0,0.0,@FoxNews @marcthiessen @FoxNewsOpinion Short memories on people.  But talking to groups within groups.  Iran deal s… https://t.co/kJyxN855xh,89
382,Sat Jun 09 11:51:58 +0000 2018,@FoxNews,0.0,0.0,1.0,0.0,RT @FoxNews: .@VP Visits Wounded Warriors at Walter Reed https://t.co/UuoncnuocZ,90
383,Sat Jun 09 11:51:57 +0000 2018,@FoxNews,-0.6467,0.0,0.773,0.227,@FoxNews @replouiegohmert You guys are crazy!!FOX will no doubt go down in history as being complicit in the disman… https://t.co/GHFnTbHI8Z,91
384,Sat Jun 09 11:51:56 +0000 2018,@FoxNews,0.4767,0.255,0.745,0.0,RT @FoxNews: Trump signals willingness to back bill easing pot regulation: report https://t.co/YZoqqqG7d8 https://t.co/lUkmgWVg9G,92
385,Sat Jun 09 11:51:55 +0000 2018,@FoxNews,0.0,0.0,1.0,0.0,"@Cam1Eddie @FoxNews @POTUS @GOP Putin has Trump on his knees.
#MAGAt",93
386,Sat Jun 09 11:51:55 +0000 2018,@FoxNews,0.3182,0.173,0.827,0.0,RT @aka_deplorable: @RealOmarNavarro @jchjch62 @FoxNews @RepMaxineWaters @TuckerCarlson @seanhannity @JudgeJeanine @IngrahamAngle Please te…,94
387,Sat Jun 09 11:51:55 +0000 2018,@FoxNews,0.0,0.0,1.0,0.0,"RT @FoxNews: .@POTUS on trade negotiations with Canada: ""We've made a lot of progress."" https://t.co/jKaj0yc2tX",95
